"";"ref_num";"access_num";"DOI";"authors";"title";"abstract";"keywords";"year";"journal";"WOS_categories";"big_taxa";"taxa";"matched_canonical";"superkingdom";"kingdom";"phylum";"subphylum";"superclass";"class";"subclass";"infraclass";"superorder";"order";"suborder";"infraorder";"superfamily";"family";"subfamily";"tribe";"genus";"species";"infraspecies"
"327";"REF0327";"WOS:000429522200056";"10.1371/journal.pone.0195766";"Scherer, U ; Kuhnhardt, M ; Schuett, W";"Predictability is attractive: Female preference for behaviourally consistent males but no preference for the level of male aggression in a bi-parental cichlid";"Although personality traits can largely affect individual fitness we know little about the evolutionary forces generating and maintaining personality variation. Here, we investigated the hypothesis that personality variation in aggression is sexually selected in the monogamous, bi-parental cichlid Pelvicachromis pulcher. In this species, breeding pairs form territories and they aggressively defend their territory and offspring against con- and heterospecific intruders. In our mate choice study, we followed up two alternative hypotheses. We either expected females to show a directional preference for a high level and high consistency of aggression (potentially indicating mate choice for male parental quality). Alternatively, we expected females to choose males for (dis-)similarity in the level/consistency of aggression (potentially indicating mate choice for compatibility). Individual level and consistency of aggression were assessed for males and females using mirror tests. After eavesdropping on aggressive behaviour of two males (differing in level and consistency of aggression) females were then allowed to choose between the two males. Males, but not females, showed personality variation in aggression. Further, females generally preferred consistent over inconsistent males independent of their level of aggression. We did not detect a general preference for the level of male aggression. However, we found an above average preference for consistent high-aggression males; whereas female preference for inconsistent high-aggression did not deviate from random choice. Our results suggest behavioural consistency of aggression in male rainbow kribs is selected for via female mate choice. Further, our study underlines the importance of considering both the level and the consistency of a behavioural trait in studies of animal behaviour.";NA;2018;"PLOS ONE";"Multidisciplinary Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"328";"REF0328";"WOS:000429379600032";"10.1371/journal.pone.0195467";"Fassbinder-Orth, CA ; Killpack, TL ; Goto, DS ; Rainwater, EL ; Shearn-Bochsler, VI";"High costs of infection: Alphavirus infection reduces digestive function and bone and feather growth in nestling house sparrows (Passer domesticus)";"Increasingly, ecoimmunology studies aim to use relevant pathogen exposure to examine the impacts of infection on physiological processes in wild animals. Alphaviruses are arthropod-borne, single-stranded RNA (ssRNA) viruses (""arboviruses"") responsible for millions of cases of human illnesses each year. Buggy Creek virus (BCRV) is a unique alphavirus that is transmitted by a cimicid insect, the swallow bug, and is amplified in two avian species: the house sparrow (Passer domesticus) and the cliff swallow (Petrochelidon pyrrhonota). BCRV, like many alphaviruses, exhibits age-dependent susceptibility where the young are most susceptible to developing disease and exhibit a high mortality rate. However, alpha virus disease etiology in nestling birds is unknown. In this study, we infected nestling house sparrows with Buggy Creek virus and measured virological, pathological, growth, and digestive parameters following infection. Buggy Creek virus caused severe encephalitis in all infected nestlings, and the peak viral concentration in brain tissue was over 34 times greater than any other tissue. Growth, tissue development, and digestive function were all significantly impaired during BCRV infection. However, based on histopathological analysis performed, this impairment does not appear to be the result of direct tissue damage by the virus, but likely caused by encephalitis and neuronal invasion and impairment of the central nervous system. This is the first study to examine the course of alphavirus diseases in nestling birds and these results will improve our understanding of age-dependent infections of alphaviruses in vertebrate hosts.";NA;2018;"PLOS ONE";"Multidisciplinary Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"329";"REF0329";"WOS:000429448100011";"10.1093/jmammal/gyx187";"Larrucea, ES ; Robinson, ML ; Rippert, JS ; Matocq, MD";"Genetically distinct populations of the pygmy rabbit (Brachylagus idahoensis) in the Mono Basin of California";"We examined patterns of genetic variation and diversity of extant pygmy rabbit (Brachylagus idahoensis) populations across the species' current range in Nevada and California. Our aims were to determine population genetic structure and levels of diversity across the southern portion of the species' range. We genotyped 13 microsatellite loci from 194 fecal samples collected across 14 localities. Our Bayesian cluster analyses found 2 genetically distinct groups: 1 in the Mono Basin of California and the other encompassing all remaining Nevada Great Basin populations. Considering only the Nevada Great Basin group, we found 4 minimally divergent groups that overlap spatially with many individuals maintaining composite genomes with representation from multiple genetic groups. On average, the Mono Basin populations maintain lower levels of genetic diversity than the Nevada Great Basin populations as measured by both heterozygosity and numbers of alleles. The Mono Basin contains the only populations of pygmy rabbits remaining in California. Given their geographic isolation from other known populations and their genetic distinction, these remnant, peripheral populations warrant special attention to ensure maintenance of genetic variation and continued viability.";"Great Basin; lagomorph; Lahontan Trough; Mono Basin; population genetics";2018;"JOURNAL OF MAMMALOGY";"Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"330";"REF0330";"WOS:000427604300006";"10.1007/s13280-018-1035-x";"Mosbech, A ; Johansen, KL ; Davidson, TA ; Appelt, M ; Gronnow, B ; Cuyler, C ; Lyngs, P ; Flora, J";"On the crucial importance of a small bird: The ecosystem services of the little auk (Alle alle) population in Northwest Greenland in a long-term perspective";"The little auk is the most numerous seabird in the North Atlantic and its most important breeding area is the eastern shores of the North Water polynya. Here, a population of an estimated 33 million pairs breeds in huge colonies and significantly shapes the ecosystem. Archaeological remains in the colonies document that the little auk has been harvested over millennia. Anthropological research discloses how the little auk has a role both as social engineer and as a significant resource for the Inughuit today. The hunting can be practiced without costly equipment, and has no gender and age discrimination in contrast to the dominant hunt for marine mammals. Little auks are ecological engineers in the sense that they transport vast amounts of nutrients from sea to land, where the nutrients are deposited as guano. Here, the fertilized vegetation provides important foraging opportunities for hares, geese, fox, reindeer, and the introduced muskox. We estimate that the relative muskox density is ten times higher within 1 km of little auk fertilized vegetation hotspots.";"Ecosystem engineer; North Water polynya; Seabird ecosystem service; Seabird guano; Seabird cultural importance";2018;"AMBIO";"Engineering, Environmental; Environmental Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"331";"REF0331";"WOS:000428836500007";"10.1642/AUK-17-137.1";"Coates, PS ; Prochazka, BG ; Ricca, MA ; Halstead, BJ ; Casazza, ML ; Blomberg, EJ ; Brussee, BE ; Wiechman, L ; Tebbenkamp, J ; Gardner, SC ; Reese, KP";"The relative importance of intrinsic and extrinsic drivers to population growth vary among local populations of Greater Sage-Grouse: An integrated population modeling approach";"Consideration of ecological scale is fundamental to understanding and managing avian population growth and decline. Empirically driven models for population dynamics and demographic processes across multiple spatial scales can be powerful tools to help guide conservation actions. Integrated population models (IPMs) provide a framework for better parameter estimation by unifying multiple sources of data (e.g., count and demographic data). Hierarchical structure within such models that include random effects allow for varying degrees of data sharing across different spatiotemporal scales. We developed an IPM to investigate Greater Sage-Grouse (Centrocercus urophasianus) on the border of California and Nevada, known as the Bi-State Distinct Population Segment. Our analysis integrated 13 years of lek count data (n > 2,000) and intensive telemetry (VHF and GPS; n > 350 individuals) data across 6 subpopulations. Specifically, we identified the most parsimonious models among varying random effects and density-dependent terms for each population vital rate (e.g., nest survival). Using a joint likelihood process, we integrated the lek count data with the demographic models to estimate apparent abundance and refine vital rate parameter estimates. To investigate effects of climatic conditions, we extended the model to fit a precipitation covariate for instantaneous rate of change (r). At a metapopulation extent (i.e. Bi-State), annual population rate of change lambda (e(r)) did not favor an overall increasing or decreasing trend through the time series. However, annual changes in lambda were driven by changes in precipitation (one-year lag effect). At subpopulation extents, we identified substantial variation in lambda and demographic rates. One subpopulation clearly decoupled from the trend at the metapopulation extent and exhibited relatively high risk of extinction as a result of low egg fertility. These findings can inform localized, targeted management actions for specific areas, and status of the species for the larger Bi-State.";"Bayesian analysis; Bi-State Distinct Population Segment; Centrocercus urophasianus; climate; demographic; density dependence; ecological scale; environmental stochasticity; precipitation; random effect";2018;"AUK";"Ornithology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"332";"REF0332";"WOS:000430761100008";"10.1016/j.ecolind.2017.12.033";"Johnston, AN ; Beever, EA ; Merkle, JA ; Chong, G";"Vegetation responses to sagebrush-reduction treatments measured by satellites";"Time series of vegetative indices derived from satellite imagery constitute tools to measure ecological effects of natural and management-induced disturbances to ecosystems. Over the past century, sagebrush-reduction treatments have been applied widely throughout western North America to increase herbaceous vegetation for livestock and wildlife. We used indices from satellite imagery to 1) quantify effects of prescribed-fire, herbicide, and mechanical treatments on vegetative cover, productivity, and phenology, and 2) describe how vegetation changed over time following these treatments. We hypothesized that treatments would increase herbaceous cover and accordingly shift phenologies towards those typical of grass-dominated systems. We expected prescribed burns would lead to the greatest and most-prolonged effects on vegetative cover and phenology, followed by herbicide and mechanical treatments. Treatments appeared to increase herbaceous cover and productivity, which coincided with signs of earlier senescence signals expected of grass-dominated systems, relative to sagebrush-dominated systems. Spatial heterogeneity for most phenometrics was lower in treated areas relative to controls, which suggested treatment-induced homogenization of vegetative communities. Phenometrics that explain spring migrations of ungulates mostly were unaffected by sagebrush treatments. Fire had the strongest effect on vegetative cover, and yielded the least evidence for sagebrush recovery. Overall, treatment effects were small relative to those reported from field-based studies for reasons most likely related to sagebrush recovery, treatment specification, and untreated patches within mosaicked treatment applications. Treatment effects were also small relative to inter-annual variation in phenology and productivity that was explained by temperature, snowpack, and growing-season precipitation. Our results indicated that cumulative NDVI, late-season phenometrics, and spatial heterogeneity of several phenometrics may serve as useful indicators of vegetative change in sagebrush ecosystems.";"Artemisia spp; MODIS; NDVI; Phenology; Prescribed fire; Sagebrush";2018;"ECOLOGICAL INDICATORS";"Biodiversity Conservation; Environmental Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"333";"REF0333";"WOS:000429734700009";"10.1007/s10344-018-1179-9";"Poysa, H ; Vaananen, VM";"Changes in the proportion of young birds in the hunting bag of Eurasian wigeon: long-term decline, but no association with climate";"The proportion of first-year birds in annual wing samples provided by hunters has been used as a measure of breeding success in waterfowl. The proportion of first-year birds in the wing samples of Eurasian wigeon (Mareca penelope) from Denmark and the UK shows a long-term decline, probably reflecting a decrease in breeding success. However, previous studies report conflicting results in the relationship between variation in the proportion of first-year birds and variation in climatic conditions. We used wing data of hunter-shot Eurasian wigeon from Finland to study whether the proportion of first-year birds shows a similar long-term decline and whether between-year variation in the proportion of young is associated with variation in climatic conditions. We found a long-term decline in the proportion of first-year birds. The proportion of young also varied considerably between years, but this variation was not associated with weather or the climatic variables considered for the breeding and wintering periods. More research is needed concerning factors that affect long-term changes and annual variation in the proportion of young in the hunting bag and on the suitability of this index to measure productivity in ducks.";"Age ratio; Breeding success; Climate; Hunting bag; Temperature";2018;"EUROPEAN JOURNAL OF WILDLIFE RESEARCH";"Ecology; Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"334";"REF0334";"WOS:000427575700019";NA;"Naseer, J ; Anjum, KM ; Khan, WA ; Imran, M ; Yaqub, A ; Munir, MA ; Nazeer, A";"OBSERVATIONS ON THE REPRODUCTIVE BEHAVIOR OF INDIAN PEAFOWL (PAVO CRISTATUS LINN.) UNDER CAPTIVITY";"Indian peafowl, Pavo cristatus (P. cristatus) is a beautiful bird but its population is declining in the wild and currently it is declared as a threatened species according to International Union for Conservation of Nature (IUCN). Therefore, captive breeding of this species is common for its conservation. The present study was designed to elucidate various parameters of sexual behavior of this bird, such as breeding season, clutch size, hatching time, age at maturity of both male and female and breeding interval under captive conditions in Punjab, Pakistan. It was observed that the mean clutch size of P. cristatus at one captive site, government zoological gardens, was 8.6 +/- 0.55eggs and at the other captive site (private sectors) were 7.24 +/- 0.6 eggs. Female birds spent more time in feeding and less time in standing compared to their respective males. Similarly, females spent significantly more time in walking and running but less time in sitting, preening and calling compared to their respective males. Indian peafowls breed from May to August at the two field captive sites. Time for hatching of eggs of P. cristatus was observed to be 27.92 +/- 0.17days and 27.96 +/- 0.12days at the government and private sites, respectively. At these sites, the bird breeds only once in a year. Age at reproductive maturity of female Indian peafowl was 2.41 +/- 0.13 years and 2.26 +/- 0.12 years and of male was 2.65 +/- 0.65 and 2.71 +/- 0.63 years, respectively at both government and private captivity sectors. The results of the present study should be helpful especially to farmers for information concerning the breeding season and behavioral activities of the bird under captivity. Furthermore, breeders will be able to timely implement proper management practices before the onset of the breeding season of this bird in order to obtainmore fruitful results in terms of their business.";"Breeding Pattern; Reproductive Behavior; Captive Breeding; Indian peafowl; Pakistan";2018;"JOURNAL OF ANIMAL AND PLANT SCIENCES";"Agriculture, Multidisciplinary; Biology; Veterinary Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"335";"REF0335";"WOS:000442701700029";"10.17582/journal.pjz/2018.50.2.647.653";"Batkowska, J ; Wlazlo, L ; Drabik, K ; Nowakowicz-Debek, B ; Al-Shammari, KIA ; Gryzinska, M";"Evaluation of Grapefruit Juice (Citrus paradisi) as an Alternative Disinfectant for Hatching Eggs";"The aim of the study was to evaluate hatching results and quality of Japanese quail chicks (Coturnix coturnix japonica) after applying red grapefruit juice (Citrus paradisi) for hatching eggs disinfection. 420 eggs were randomly divided into 3 groups (150 pcs each). 1st group was not disinfected (NC - negative control), the 2nd one was disinfected with formaldehyde and KMnO4 fumigation (PC - positive control). In 3rd group fresh juice of red grapefruit was used as disinfectant (GT). Eggs were incubated under standard condition. On 14th day eggs were candled to determine infertile eggs or dead embryos, as well as samples of eggs to microbial analysis were. After 17.5 days of incubation its results were evaluated. Chicks were reared for 14 days and their livability and body weight gains were registered. The effectiveness of grapefruit juice as a disinfectant for hatching eggs was noticed in terms of reducing the development of microflora on the eggshell. Its use did not directly affect the hatching results and chick quality, however, they were similar to control groups, what may confirm possible use of GT juice as an alternative disinfection method.";"Coturnix coturnix japonica; Grape-fruit juice; Hatching eggs; Disinfection; Hatchability; Japanese quail";2018;"PAKISTAN JOURNAL OF ZOOLOGY";"Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"336";"REF0336";"WOS:000442701700044";"10.17582/journal.pjz/2018.50.2.sc1";"Irfan ; Javid, A ; Ashraf, M ; Mahmud, A ; Altaf, M ; Hussain, SM ; Shahbaz, M ; Iqbal, KJ";"Studies on Semen Morphology and Effects of Artificial Insemination on Hatchability in Turkeys (Meleagris gallopavo)";"Morphological characteristics of turkey Meleagris gallopavo semen were recorded and hatchability percentages of the artificially inseminated hens were assessed. To study the effect of natural mating on hatchability 15 (3 male, 12 female) M. gallopavo were randomly selected, were kept separately and were allowed to mate through stud mating. For artificial insemination, male (n = 3) and female (n = 12) birds were kept separately. Semen of the male birds was collected on weekly basis to record morphological characteristics and to inseminate the female birds. Mean abnormal spermatozoa rate was 14.61 +/- 1.61% with most common acrosome defects 39.67 +/- 3.80 % followed by defects in mid-piece 29.61 +/- 0.24%, head defects 10.15 +/- 1.21% and tail defects 20.57 +/- 1.97%. Laid eggs were collected, stored and were incubated for hatching. Hatchability percentage in artificially inseminated hens was greater 88.30% than natural mating 80.51%.";"Insemination; Morphological defects; Hatchability; Incubation; Semen";2018;"PAKISTAN JOURNAL OF ZOOLOGY";"Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"337";"REF0337";"WOS:000442701700052";"10.17582/journal.pjz/2018.50.2.sc9";"Liu, Q ; Liu, FW ; Zhang, XY ; Yang, N ; Ran, JH";"Characterization of 22 New Polymorphic Microsatellite Loci from the Endangered Buff-Throated Partridge (Tetraophasis szechenyii) by using Next-Generation Sequencing";"The buff-throated partridge (Tetraophasis szechenyii) is an endemic species which is protected in first grade state in China. Here, 22 polymorphic tetranucleotide microsatellite markers were isolated from T szechenyii using a next-generation sequencing technology. The allele number of these loci ranged from two to six in genotyped 35 individuals. Polymorphism information content ranged from 0.2735 to 0.7717 with an average of 0.5149. Observed and expected heterozygosities at each locus ranged from 0 to 0.879 and 0.332 to 0.814, respectively. These markers could be used to better understand the breeding system and protection manage of this species.";"Tetraophasis szechenyii; Tetranucleotide microsatellite; DNA molecular markers; Polymorphism; Next-generation sequencing";2018;"PAKISTAN JOURNAL OF ZOOLOGY";"Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"338";"REF0338";"WOS:000432556500002";"10.3398/064.078.0103";"Germain, SJ ; Mann, RK ; Monaco, TA ; Veblen, KE";"Short-term regeneration dynamics of Wyoming big sagebrush at two sites in northern Utah";"Wyoming big sagebrush (Artemisia tridentata ssp. wyomingensis) is a widespread shrub across the western United States, and there is great interest among scientists and land managers in its ecology and conservation, particularly with regard to maintaining structural heterogeneity of sagebrush stands for wildlife habitat and livestock forage. Yet little is known about its short-term regeneration dynamics and the implications of those dynamics for changes in stand structure. We examined changes among sagebrush size classes across 3 years, as well as emergence of sagebrush from seed bank and seed rain samples at 2 sagebrush shrubland sites in northern Utah: a lower-density site (1.4 plants/m(2), SE 0.11) with no recent history of manipulation and a higher-density site (1.9 plants/m(2), SE 0.21) that had recently been treated with herbicide to reduce sagebrush cover. On both sites, numbers of sagebrush plants in the largest size class decreased over the 3-year time period, while dead and medium-sized sagebrush plants increased. At the higher-density herbicide-treated site, this size class shift appeared to be driven by growth of small plants into the medium size class, likely associated with reductions in numbers of (and competition from) large plants. At the lower-density site, it appears that densities of large plants declined because the plants shrank in size, possibly due to herbivory. Sagebrush seed rain did not differ between fall and spring assessments. Forbs had the greatest representation in the seed bank, followed by grasses and then sagebrush, though the number of sagebrush seeds may be sufficient for seedling recruitment. These results illustrate that shifts among sagebrush size classes, especially transitions of small shrubs into the medium size class, may be a primary and immediate pathway of stand recovery, in addition to recruitment from seed. These findings underscore the importance of sagebrush stand structure to plant community health and may aid in anticipating responses to disturbances such as drought or herbivory.";NA;2018;"WESTERN NORTH AMERICAN NATURALIST";"Biodiversity Conservation; Ecology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"339";"REF0339";"WOS:000430807200006";"10.1002/ece3.3859";"Yang, L ; Zhang, C ; Chen, MH ; Li, JX ; Yang, L ; Huo, ZM ; Ahmad, S ; Luan, XF";"Long-term ecological data for conservation: Range change in the black-billed capercaillie (Tetrao urogalloides) in northeast China (1970s-2070s)";"Long-term ecological data can be an effective tool to help ecologists integrate future projections with historical contexts and provide unique insights into the long-term dynamics of endangered species. However, hampered by data limitations, including incomplete and spatially biased data, relatively few studies have used multidecadal datasets or have examined changes in biogeography from a historical perspective. The black-billed capercaillie (Tetrao urogalloides) is a large capercaillie (classified as Least Concern [LC] on the IUCN red list) that has undergone a dramatic decline in population during the late 20th century and is considered endangered. Its conservation status is pessimistic, and the species requires immediate protection. Therefore, we supplemented a historical dataset to identify changes in this bird's range and population in northeast China over the long term. The study area spanned Heilongjiang Province, Jilin Province, and the northeast corner of Inner Mongolia in northeast China. We integrated an ecological niche model (BIOMOD2) with long-term ecological data on this species to estimate the magnitude of change in distribution over time. Our results revealed a 35.25% reduction in the current distribution of this species compared to their potential distribution in the 1970s. This decline is expected to continue under climate change. For example, the future range loss was estimated to be 38.79 +/- 0.22% (8.64-90.19%), and the actual state could be worse, because the baseline range of the model was greater than the real range in the 2000s, showing a 12.39% overestimation. To overcome this poor outlook, a conservation strategy should be established in sensitive areas, including the southwestern Greater Khingan Mountains and northern Lesser Khingan Mountains. Actions that should be considered include field investigations, establishing a monitor network, designing ecological corridors, and cooperating with local inhabitants, governments, and conservation biologists to improve the conservation of the black-billed capercaillie.";"biogeography; black-billed capercaillie; climate change; long-term ecological data; Tetrao urogalloides";2018;"ECOLOGY AND EVOLUTION";"Ecology; Evolutionary Biology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"340";"REF0340";"WOS:000430807200013";"10.1002/ece3.3951";"Vallant, S ; Niederstatter, H ; Berger, B ; Lentner, R ; Parson, W";"Increased DNA typing success for feces and feathers of capercaillie (Tetrao urogallus) and black grouse (Tetrao tetrix)";"Noninvasive sampling, for example, of droppings or feathers, is a promising approach for molecular genetic studies on endangered and elusive animal species. Yet, such specimens are known for containing only minute amounts of DNA, resulting in lower typing success rates relative to analyses on fresh tissues such as muscle or blood. Furthermore, artefactual signals as well as contamination are more likely to occur when DNA is limited. To increase the reliability of DNA typing from noninvasive samples, optimized DNA extraction and polymerase chain reaction protocols were developed, taking advantage of developments in the forensic field aiming at successful molecular genetic analysis of DNA templates being low in quality and quantity. In the framework of an extensive monitoring project on population dynamics of capercaillie and black grouse in the Tyrolean Alps, feces samples and molted feathers from both species were collected. On a subset comprising about 200 specimens of either species, eight polymorphic short tandem repeat (STR) markers were analyzed to test these improved protocols. Besides optimizing DNA yields, both lowered sample consumption and reduced hands-on time were achieved, and the rates of informative profiles amounted to 90.7% for capercaillie and 92.4% for black grouse. Similarly, high success rates had not been achieved in earlier studies and demonstrate the benefit of the improved methodology, which should be easily adaptable for use on animal species other than those studied here. The STR genotypes were not only powerful enough to discriminate among unrelated birds but also appeared fit for telling apart closely related animals, as indicated by Pi and Pi(sib) values. The software package allelematch aided analysis of genotypes featuring possible dropout and drop-in effects. Finally, a comparison between molecular genetic and morphology-based species-of-origin determination revealed a high degree of concordance.";"microsatellite genotyping; noninvasive sampling; short tandem repeat; Tetrao tetrix; Tetrao urogallus";2018;"ECOLOGY AND EVOLUTION";"Ecology; Evolutionary Biology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"341";"REF0341";"WOS:000429765000007";"10.1016/j.biocon.2018.02.005";"Grainger, MJ ; Garson, PJ ; Browne, SJ ; McGowan, PJK ; Savini, T";"Conservation status of Phasianidae in Southeast Asia";"Local and regional extirpations of individual species, typically high profile cases, are now well documented, leading to calls for urgent action for particular species in specific locations. There is a need to broaden our assessments of extinction to identify landscapes that contain high proportions of threatened species and therefore, how more holistic species conservation responses might be developed. The conservation status of species is especially concerning in Southeast Asia and within the region, the avian family Phasianidae affords the opportunity to develop an approach for examining species richness and extinction probability for an entire family at landscape scale. There are 42 pheasant, partridge and quail species in the region and 77% of Southeast Asia encompasses the geographic range of at least five species. Due to high levels of uncertainty about how species respond to anthropogenic threats, we created an expert elicited Bayesian Belief Network to explore survival prospects using publically available data on IUCN extinction probability categories, proxies of threat (effects of hunting, forest loss and protected area effectiveness) and species geographic ranges to assess where the overall risk to survival was highest. Western Myanmar, Central Indoburma (Thailand/Myanmar), the Annamite mountains and Central Vietnam lowlands, Peninsular Malaysia, Sumatra and Borneo are priorities for avoiding large numbers of extinctions of phasianids. This assessment will be strengthened by more detailed data on intensity of hunting pressure across the region, and variation in species' tolerance to human disturbance. Strategically, therefore, conservation and research should be targeted towards these landscapes.";"Aichi target 12; Extinction probability; Galliformes; Protected area effectiveness; Forest loss";2018;"BIOLOGICAL CONSERVATION";"Biodiversity Conservation; Ecology; Environmental Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"342";"REF0342";"WOS:000430172200005";"10.1242/bio.031518";"Krkavcova, E ; Kreisinger, J ; Hyankova, L ; Hyrsl, P ; Javurkova, V";"The hidden function of egg white antimicrobials: egg weight-dependent effects of avidin on avian embryo survival and hatchling phenotype";"Avidin is a key egg white antimicrobial protein with strong binding capacity for biotin, an essential growth and immune cell precursor. As such, it is assumed to have a pronounced, though still poorly explored, effect on hatchling phenotype. We tested the effect of experimentally increased egg white avidin concentration (AVIDIN+) on hatching success, chick morphology, post-hatching growth performance and innate immune function in a model bird, Japanese quail (Coturnix japonica). Probability of embryo survival in the late embryonic phase increased with increasing eggweight in control eggs, but not in AVIDIN+ eggs. Chicks hatching from lighter AVIDIN+ eggs had a shorter tarsus than chicks hatching fromheavier AVIDIN+ eggs. This suggests that an increase in egg white avidin favours embryo survival in lighter eggs during late embryogenesis, but at the expense of reduced structural body size. Plasma complement activity in 6-day-old AVIDIN+ chicks decreased with increasing body mass and tarsus length; the opposite was observed in control chicks, implying that the later post-hatching innate immune function of larger chicks was compromised by an increase in egg white avidin concentration. Here, we document an important role of egg white antimicrobials in maintenance of embryo viability, avian hatchling morphology and immune phenotype.";"Albumen; Maternal effects; Antimicrobials; Avidin-biotin complex; Embryogenesis; Plasma complement";2018;"BIOLOGY OPEN";"Biology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"343";"REF0343";"WOS:000429734700004";"10.1007/s10344-018-1174-1";"Sage, RB ; Turner, CV ; Woodburn, MIA ; Hoodless, AN ; Draycott, RAH ; Sotherton, NW";"Predation of released pheasants Phasianus colchicus on lowland farmland in the UK and the effect of predator control";"We present data accumulated over the last 25 years on predation of radio-tracked released pheasants. In studies of birds during the autumn/winter at six pheasant shoots with high-density releases managed by full-time gamekeepers, predation of released pheasants by foxes before the shooting season began (July-September) averaged 19.2 +/- 4.0% per site, and during the shooting season (October 1st-February 1st), a further 15.9 +/- 1.9% were predated. The range in 3-year average predation rates between sites before shooting began was 8.6 to 42.4%. At seven different sites during the spring and summer, between 20 and 71% of released or wild hens that survived the shooting season were predated, mainly by foxes, between mid-March and mid-July. Predation was significantly higher at sites with low-level predator control (59 +/- 4.7%) compared to those with high-level control (30 +/- 5.3%). At three of the four sites with low predator control between 5 and 22% of nest failures were caused by incubating hens being predated by foxes. Our data quantify for the first time highly variable predation rates of released pheasants before and during the winter shooting season which we suggest was influenced by a range of site and management factors. During the spring and summer, our data provide evidence that predation of adult hen pheasants as well as nest predation can suppress breeding success and that predator control can reduce these losses.";"Common pheasant; Gamebird; Ground nesting; Pheasant survival; Radio tracking; Red fox; Shooting";2018;"EUROPEAN JOURNAL OF WILDLIFE RESEARCH";"Ecology; Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
